Log,Riesgo,Justificacion,Tiempo Respuesta (s),Modelo
"type=PATH msg=audit(1779749667.152:1128): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,"Acceso no autorizado a un archivo crítico (/etc/shadow), posible intento de robo de credenciales.",4.65,llama3.2:3b
type=PROCTITLE msg=audit(1779749667.152:1128): proctitle=7375646F006175736561726368002D6D00555345525F434D442C555345525F41555448002D7376006E6F002D2D726177,BAJO,"El uso de un título de proceso malicioso puede ser una señal de activismo, pero en este caso no presenta riesgos significativos.",4.75,llama3.2:3b
"type=SYSCALL msg=audit(1779749669.664:1130): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f1e248b92c4 a2=80000 a3=0 items=1 ppid=1618 pid=1724 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=7 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",INFO,"El usuario ejecutó el comando sudo, lo cual es normal en tareas administrativas, pero requiere monitoreo y control de acceso.",5.02,llama3.2:3b
"type=CWD msg=audit(1779749669.664:1130): cwd=""/home/alumno""",BAJO,"El usuario está accediendo al directorio /home/alumno, lo cual puede indicar una actividad de uso normal del sistema.",4.61,llama3.2:3b
"type=PATH msg=audit(1779749669.664:1130): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,Intento de acceso no autorizado a un archivo crítico (/etc/shadow) por un usuario no autorizado (OUID='root' OGID='shadow').,5.05,llama3.2:3b
type=PROCTITLE msg=audit(1779749669.664:1130): proctitle=7375646F006175736561726368002D6D00555345525F434D442C555345525F41555448002D7376006E6F002D2D726177,INFO,"El log muestra un cambio de título del proceso, lo cual es común y no indica actividad sospechosa.",4.44,llama3.2:3b
"type=SYSCALL msg=audit(1779749669.672:1134): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f1e248b92c4 a2=80000 a3=0 items=1 ppid=1618 pid=1724 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=7 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",INFO,"La ejecución de 'sudo' con permisos reducidos (EUID, SUID, FSUID, EGID) es normal para tareas administrativas y no indica un riesgo significativo.",5.58,llama3.2:3b
"type=CWD msg=audit(1779749669.672:1134): cwd=""/home/alumno""",INFO,"El usuario cambió de directorio, lo cual es normal en tareas administrativas, pero puede indicar un cambio en el entorno de trabajo.",4.74,llama3.2:3b
"type=PATH msg=audit(1779749669.672:1134): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",INFO,"El acceso al archivo /etc/shadow es normal para un sistema Linux, ya que tiene permisos de seguridad ajustados y es un archivo importante para el manejo de contraseñas.",5.14,llama3.2:3b
type=PROCTITLE msg=audit(1779749669.672:1134): proctitle=7375646F006175736561726368002D6D00555345525F434D442C555345525F41555448002D7376006E6F002D2D726177,BAJO,"El proceso tiene un título de ejecución no descriptivo, pero no es una amenaza inmediata.",4.43,llama3.2:3b
"type=SYSCALL msg=audit(1779749927.740:1152): arch=c000003e syscall=257 success=no exit=-13 a0=ffffff9c a1=7ffdc607376a a2=0 a3=0 items=1 ppid=1697 pid=1748 auid=1001 uid=1001 gid=1001 euid=1001 suid=1001 fsuid=1001 egid=1001 sgid=1001 fsgid=1001 tty=pts1 ses=9 comm=""cat"" exe=""/usr/bin/cat"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""testuser"" UID=""testuser"" GID=""testuser"" EUID=""testuser"" SUID=""testuser"" FSUID=""testuser"" EGID=""testuser"" SGID=""testuser"" FSGID=""testuser""",INFO,"El sistema detectó un intento de lectura de archivo (/etc/shadow) por parte del usuario 'testuser' sin permisos adecuados, pero el sistema no presentó consecuencias negativas.",5.67,llama3.2:3b
"type=CWD msg=audit(1779749927.740:1152): cwd=""/home/testuser""",BAJO,"El usuario cambió de directorio a /home/testuser, lo cual es normal en tareas legítimas.",4.46,llama3.2:3b
"type=PATH msg=audit(1779749927.740:1152): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,"Intento de lectura de un archivo crítico (/etc/shadow) por un proceso con permisos de ejecución, posible intento de robo de credenciales.",5.14,llama3.2:3b
type=PROCTITLE msg=audit(1779749927.740:1152): proctitle=636174002F6574632F736861646F77,BAJO,"El log indica un cambio en el título del proceso, lo cual es normal, pero requiere monitoreo para asegurarse de que no se esté utilizando para ocultar información de seguridad.",5.18,llama3.2:3b
"type=SYSCALL msg=audit(1779750010.572:1153): arch=c000003e syscall=257 success=no exit=-13 a0=ffffff9c a1=7ffd8eead768 a2=0 a3=0 items=1 ppid=1697 pid=1752 auid=1001 uid=1001 gid=1001 euid=1001 suid=1001 fsuid=1001 egid=1001 sgid=1001 fsgid=1001 tty=pts1 ses=9 comm=""head"" exe=""/usr/bin/head"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""testuser"" UID=""testuser"" GID=""testuser"" EUID=""testuser"" SUID=""testuser"" FSUID=""testuser"" EGID=""testuser"" SGID=""testuser"" FSGID=""testuser""",ALTO,"Intento fallido de lectura de un archivo crítico (/etc/shadow) por falta de permisos (exit=-13), posible intento de robo de credenciales.",5.48,llama3.2:3b
"type=CWD msg=audit(1779750010.572:1153): cwd=""/home/testuser""",INFO,El cambio de directorio es un evento normal y predecible en un sistema Linux.,4.15,llama3.2:3b
"type=PATH msg=audit(1779750010.572:1153): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,Acceso no autorizado a un archivo crítico (/etc/shadow) por parte de un usuario con permisos reducidos (OUID y Ogid no coinciden con el propietario del archivo),5.46,llama3.2:3b
type=PROCTITLE msg=audit(1779750010.572:1153): proctitle=68656164002D6E0031002F6574632F736861646F77,BAJO,"La transmisión de un título de proceso es una actividad normal, sin necesidad de monitoreo.",4.3,llama3.2:3b
"type=SYSCALL msg=audit(1779750068.296:1154): arch=c000003e syscall=257 success=no exit=-13 a0=ffffff9c a1=7ffdd1eb075b a2=0 a3=0 items=1 ppid=1697 pid=1755 auid=1001 uid=1001 gid=1001 euid=1001 suid=1001 fsuid=1001 egid=1001 sgid=1001 fsgid=1001 tty=pts1 ses=9 comm=""cp"" exe=""/usr/bin/cp"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""testuser"" UID=""testuser"" GID=""testuser"" EUID=""testuser"" SUID=""testuser"" FSUID=""testuser"" EGID=""testuser"" SGID=""testuser"" FSGID=""testuser""",ALTO,"Intento fallido de lectura de un archivo crítico (/etc/shadow) por falta de permisos (exit=-13), posible intento de robo de credenciales.",5.48,llama3.2:3b
"type=CWD msg=audit(1779750068.296:1154): cwd=""/home/testuser""",INFO,El cambio de directorio es un evento normal en el flujo de ejecución del sistema.,4.17,llama3.2:3b
"type=PATH msg=audit(1779750068.296:1154): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,"Intento de acceso no autorizado a un archivo crítico como /etc/shadow con permisos propietarios y capacidad de lectura, posible intento de robo de credenciales.",5.33,llama3.2:3b
type=PROCTITLE msg=audit(1779750068.296:1154): proctitle=6370002F6574632F736861646F77002F746D702F736861646F775F636F7079,ALTO,"El usuario ejecutó un comando con una entrada de línea muy longa (6370002F6574632F736861646F77002F746D702F736861646F775F636F7079) que puede contener información sensible, requiere detección adicional.",6.16,llama3.2:3b
"type=SYSCALL msg=audit(1779750128.964:1160): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f096b5722c4 a2=80000 a3=0 items=1 ppid=1618 pid=1756 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=7 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",ALTO,El uso de sudo con privilegios elevados y sin control de acceso (EUID='root') aumenta el riesgo de modificación no autorizada de archivos críticos.,5.44,llama3.2:3b
"type=CWD msg=audit(1779750128.964:1160): cwd=""/home/alumno""",INFO,"El usuario cambió el directorio de trabajo (/home/alumno) en una tarea normal, lo cual no indica un riesgo específico.",4.63,llama3.2:3b
"type=PATH msg=audit(1779750128.964:1160): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,"Intento de lectura o escritura no autorizado en el archivo crítico /etc/shadow con permisos de solo lectura (mode=0100640), posible intento de robo de credenciales.",5.57,llama3.2:3b
type=PROCTITLE msg=audit(1779750128.964:1160): proctitle=7375646F006175736561726368002D6B00736861646F775F616363657373002D2D726177,BAJO,"El uso de un título de proceso con información sensible (nombre del sistema y versión) no requiere monitoreo, ya que es normal en tareas administrativas.",4.9,llama3.2:3b
